Name,Agility,Reactions,total
M. Valoti,72.0,64.0,208.0
Y. Salmier,45.0,61.0,159.0
C. Benschop,53.0,65.0,170.0
Gégé,60.0,62.0,176.0
L. Morosini,72.0,62.0,212.0
Sandeiro Leal,63.0,64.0,193.0
M. Pongračić,65.0,66.0,190.0
L. Ibáñez,83.0,68.0,230.0
M. O'Halloran,89.0,64.0,247.0
M. van Duinen,66.0,66.0,209.0
R. Zwinkels,46.0,65.0,155.0
F. Mazzeo,75.0,67.0,207.0
C. Auzqui,70.0,65.0,218.0
J. Quintero,50.0,62.0,171.0
B. Watson,56.0,68.0,178.0
Gustavo Cascardo,79.0,64.0,225.0
T. Bradshaw,87.0,68.0,239.0
J. Pelupessy,72.0,68.0,205.0
J. Fojut,54.0,60.0,160.0
M. Brighi,56.0,67.0,174.0
L. Boussaha,89.0,70.0,239.0
D. Bomheuer,50.0,65.0,173.0
B. Sangaré,38.0,68.0,151.0
Y. Cabral,36.0,64.0,137.0
S. Breitkreuz,61.0,61.0,176.0
K. Rowe,69.0,70.0,203.0
Roldão Riso,72.0,65.0,205.0
C. Rizzuto,81.0,65.0,227.0
D. van Mieghem,87.0,64.0,238.0
A. El Messaoudi,60.0,64.0,184.0
Y. Cabrera,92.0,61.0,228.0
S. Ay,58.0,60.0,184.0
A. Gojak,68.0,72.0,217.0
L. Gülen,70.0,68.0,215.0
N. Eliasson,85.0,63.0,238.0
Y. Komai,83.0,61.0,232.0
S. Marinos,69.0,66.0,205.0
D. Verhulst,28.0,65.0,116.0
Núrio,76.0,64.0,223.0
S. Sparagna,41.0,61.0,166.0
H. Halldórsson,25.0,67.0,117.0
M. Prietl,63.0,64.0,190.0
Nono,81.0,70.0,228.0
J. Berget,67.0,68.0,210.0
M. Jacobs,84.0,57.0,223.0
J. Brillante,73.0,68.0,209.0
P. van Anholt,65.0,66.0,201.0
P. Ziereis,55.0,70.0,194.0
R. Bezjak,80.0,67.0,220.0
A. Vega,71.0,68.0,214.0
S. Bentivoglio,78.0,64.0,205.0
Juan Muñoz,70.0,66.0,205.0
Linares,66.0,70.0,201.0
S. De Petter,57.0,67.0,164.0
Renatao Baumer,47.0,62.0,173.0
A. Ivan,81.0,70.0,233.0
I. Šunjić,59.0,63.0,183.0
S. Andrist,81.0,63.0,234.0
Q. Cornette,88.0,58.0,235.0
Carvamelinho,45.0,64.0,172.0
R. Oudin,71.0,64.0,203.0
C. Stengs,80.0,68.0,227.0
I. González,44.0,57.0,137.0
S. Dallas,72.0,61.0,206.0
S. Walsh,68.0,65.0,200.0
U. Radaković,54.0,63.0,168.0
P. Schobesberger,90.0,59.0,240.0
Jaimosa Cavaco,70.0,69.0,213.0
M. Turner,48.0,49.0,135.0
Alfaro,69.0,69.0,194.0
M. Havel,51.0,65.0,182.0
J. Hegeler,49.0,66.0,167.0
M. Fares,76.0,70.0,215.0
C. Techera,91.0,64.0,234.0
F. Tomori,79.0,59.0,219.0
H. Takahashi,75.0,68.0,199.0
A. Rivas,62.0,69.0,194.0
J. Mosquera,74.0,65.0,220.0
A. Linde,30.0,60.0,138.0
C. Bonilla,58.0,64.0,179.0
Diego Capel,85.0,66.0,229.0
Leandrinho,76.0,73.0,219.0
Susaeta,70.0,63.0,199.0
M. Zimmermann,68.0,69.0,211.0
E. Demir,71.0,68.0,216.0
Marco Sangalli,80.0,65.0,219.0
T. Hayashi,38.0,59.0,122.0
R. Bormuth,55.0,67.0,190.0
E. Hernández,67.0,60.0,198.0
B. Martella,58.0,66.0,200.0
E. Oikonomou,52.0,66.0,183.0
L. Choutesiotis,66.0,62.0,188.0
J. Blaswich,31.0,53.0,129.0
J. Huth,50.0,66.0,170.0
I. Sackey,57.0,52.0,164.0
Jang Hyeon Soo,42.0,58.0,168.0
A. Rosati,36.0,73.0,141.0
J. Cabrera,75.0,66.0,222.0
Anderson Lopes,80.0,67.0,232.0
N. Byrne,75.0,63.0,228.0
A. Trajkovski,75.0,63.0,216.0
Alex Geijo,69.0,67.0,192.0
Iván Sánchez,81.0,58.0,230.0
J. Carranza,25.0,71.0,121.0
E. Ocansey,91.0,66.0,247.0
B. Uphoff,29.0,66.0,131.0
Wu Xi,59.0,66.0,198.0
C. Skuse,61.0,67.0,181.0
E. Rexhbeçaj,65.0,66.0,195.0
G. Åsen,71.0,66.0,205.0
M. Laba,68.0,69.0,204.0
G. Carabajal,72.0,65.0,205.0
T. Fontaine,38.0,71.0,184.0
J. Villafaña,76.0,69.0,222.0
B. Tashchy,55.0,64.0,188.0
J. Vaughan,77.0,66.0,216.0
J. Moya,46.0,63.0,172.0
N. Sangaré,70.0,60.0,220.0
Kim Kwang Suk,55.0,73.0,197.0
M. Rojas,82.0,62.0,232.0
E. Taşkıran,54.0,74.0,180.0
M. Gersbeck,37.0,68.0,145.0
U. Çiftçi,65.0,69.0,212.0
Lucas Galvão,70.0,68.0,216.0
B. Riascos,61.0,70.0,215.0
E. Saveljich,32.0,63.0,137.0
Tang Miao,78.0,67.0,224.0
J. Mees,76.0,64.0,217.0
C. Cáceda,31.0,54.0,118.0
O. Fernández,67.0,65.0,201.0
Jeffrén,81.0,57.0,212.0
K. Manneh,85.0,64.0,245.0
G. Larsonneur,34.0,62.0,146.0
O. Kúdela,72.0,66.0,210.0
E. Bourgaud,72.0,64.0,198.0
P. Huspek,89.0,52.0,232.0
G. Maluleka,66.0,61.0,205.0
T. Jurić,54.0,61.0,169.0
F. Scaglia,41.0,58.0,153.0
David Rodríguez,76.0,69.0,222.0
H. Kekana,60.0,78.0,207.0
C. Dibon,59.0,68.0,195.0
R. Petretta,76.0,64.0,222.0
M. Scozzarella,88.0,65.0,238.0
M. Kaye,68.0,69.0,208.0
Y. Toyokawa,87.0,76.0,251.0
L. Bittante,70.0,65.0,203.0
E. Velarde,71.0,69.0,208.0
D. Jones,63.0,67.0,194.0
M. Cahais,57.0,63.0,169.0
M. Olivera,48.0,69.0,180.0
M. Sax,78.0,67.0,220.0
A. Mühling,69.0,70.0,213.0
P. Bråtveit,39.0,68.0,152.0
F. Píriz,58.0,70.0,188.0
Ricardo Lopes,71.0,60.0,203.0
P. Hamel,57.0,67.0,188.0
K. Mączyński,75.0,72.0,213.0
M. Hamdy,60.0,65.0,195.0
R. Pröpper,60.0,60.0,170.0
C. N'Doye,48.0,75.0,177.0
Fernando Karanga,60.0,64.0,192.0
C. Carter-Vickers,53.0,65.0,179.0
E. Cobbaut,56.0,65.0,183.0
M. Dąbrowski,29.0,58.0,135.0
F. Picault,81.0,64.0,235.0
R. Romo,48.0,71.0,169.0
A. Corzo,72.0,63.0,207.0
L. Dickmann,68.0,64.0,205.0
Luis Pérez,83.0,66.0,235.0
A. Barkok,75.0,58.0,203.0
M. Watkins,78.0,64.0,225.0
H. Arslan,67.0,70.0,203.0
A. Camargo,67.0,65.0,172.0
F. Müller,42.0,67.0,152.0
B. Behrendt,59.0,66.0,189.0
L. Zingerle,31.0,63.0,114.0
Mei Fang,64.0,68.0,175.0
M. Svanberg,77.0,49.0,207.0
D. Bernhardt,31.0,60.0,129.0
K. D'Haene,83.0,67.0,227.0
J. Malagón,45.0,66.0,180.0
Paulo Fajarda,63.0,70.0,198.0
Germán,47.0,58.0,159.0
B. Idowu,70.0,63.0,223.0
B. Mkhwanazi,54.0,62.0,185.0
Toché,62.0,70.0,187.0
Hélder Ferreira,69.0,62.0,205.0
G. Mandjeck,74.0,66.0,213.0
S. Morsy,81.0,70.0,216.0
T. Antonis,69.0,62.0,197.0
M. Duffy,74.0,58.0,207.0
A. Ndour,66.0,60.0,194.0
Rafael Costa,62.0,73.0,196.0
K. Walker-Peters,69.0,60.0,206.0
C. Luna,68.0,67.0,199.0
J. Bidwell,61.0,66.0,197.0
F. Noguera,46.0,58.0,148.0
T. Weah,75.0,59.0,217.0
J. Paganoni,76.0,63.0,218.0
A. Collin,36.0,59.0,143.0
Ripa,76.0,65.0,216.0
Galán,68.0,64.0,201.0
M. Bolados,74.0,63.0,214.0
Sandro Maceira,76.0,62.0,208.0
R. Ibarra,85.0,56.0,223.0
N. Al Shamrani,74.0,66.0,215.0
R. Holmes,77.0,63.0,217.0
J. Cordoval,82.0,63.0,227.0
M. Radović,63.0,78.0,203.0
G. Zigoni,63.0,60.0,186.0
J. Corona,77.0,68.0,217.0
W. Bruin,60.0,67.0,186.0
J. Glad,50.0,64.0,188.0
D. Gordon,50.0,67.0,160.0
P. Rodríguez,82.0,64.0,224.0
E. Konsa,68.0,70.0,212.0
O. Darfalou,67.0,64.0,205.0
L. Murphy,56.0,65.0,184.0
Chuli,80.0,65.0,218.0
D. Suzuki,68.0,70.0,207.0
A. Gholizadeh,76.0,62.0,217.0
I. Ouali,84.0,65.0,237.0
B. Holman,67.0,71.0,201.0
J. Gyamerah,70.0,67.0,210.0
Cai Huikang,60.0,72.0,186.0
M. Pittón,66.0,69.0,202.0
T. Kuszczak,46.0,70.0,154.0
L. Blessing,90.0,67.0,246.0
D. Meyler,57.0,69.0,181.0
J. Czerwiński,63.0,65.0,183.0
R. Vilchis,85.0,57.0,222.0
G. Valsvik,33.0,64.0,147.0
A. Giannou,55.0,57.0,172.0
J. Hobbs,41.0,60.0,154.0
R. Gíslason,67.0,68.0,209.0
C. M'Bengue,65.0,66.0,200.0
I. Jiménez,70.0,68.0,206.0
A. Al Khaibari,67.0,65.0,200.0
S. Yatabaré,55.0,67.0,191.0
J. Lowe,59.0,68.0,192.0
E. Jelenič,93.0,65.0,234.0
M. Abero,67.0,72.0,207.0
A. Teikeu,45.0,51.0,146.0
E. Castillo,86.0,71.0,239.0
M. Wagué,79.0,65.0,228.0
P. Klandt,53.0,66.0,161.0
Farley,68.0,61.0,204.0
Luís Martins,71.0,65.0,206.0
S. Riether,69.0,72.0,191.0
L. Diarte,65.0,74.0,198.0
G. Bojanich,31.0,58.0,131.0
B. Mansilla,86.0,65.0,241.0
Fran Villalba,74.0,68.0,207.0
L. Peltier,53.0,65.0,183.0
M. Knaller,38.0,70.0,149.0
Baena,45.0,71.0,160.0
P. Ziegler,64.0,67.0,195.0
S. Wangberg,44.0,64.0,162.0
N. Thomsen,72.0,63.0,203.0
D. Boer,36.0,66.0,133.0
D. Hernández,81.0,68.0,223.0
A. Šporar,75.0,54.0,206.0
J. Jantscher,69.0,63.0,203.0
E. Huws,66.0,63.0,196.0
U. Matić,72.0,70.0,209.0
A. Ashraf,60.0,66.0,202.0
W. Bakhashwain,69.0,67.0,199.0
H. Aiesh,84.0,63.0,240.0
S. Prevljak,70.0,66.0,211.0
A. Aldrete,74.0,65.0,212.0
L. De Bock,72.0,65.0,204.0
J. Hunt,72.0,66.0,223.0
L. Ceballos,91.0,65.0,233.0
Javi Muñoz,60.0,63.0,189.0
Alson Botelho,69.0,60.0,196.0
O. De Wolf,39.0,59.0,131.0
J. Arp,80.0,73.0,224.0
J. Ardaiz,67.0,53.0,202.0
L. Moult,66.0,64.0,195.0
Arthur Caike,73.0,60.0,209.0
I. Rivas,77.0,65.0,206.0
N. Onuoha,47.0,63.0,181.0
Mika,32.0,62.0,131.0
V. Klonaridis,77.0,60.0,221.0
C. Stanković,65.0,58.0,163.0
M. Gómez,77.0,65.0,206.0
L. Klünter,74.0,65.0,225.0
A. Farrell,74.0,66.0,219.0
G. Tutino,70.0,66.0,213.0
E. Kouassi,69.0,70.0,210.0
I. Cardona,69.0,63.0,203.0
G. Bruno,70.0,66.0,204.0
D. Accam,84.0,61.0,235.0
Pablo Valcarce,82.0,65.0,221.0
Filipe Ferreira,73.0,66.0,212.0
E. Triverio,62.0,69.0,190.0
Wellington,73.0,71.0,224.0
B. Nehrig,67.0,65.0,199.0
F. Campbell,69.0,69.0,215.0
M. Yatabaré,63.0,60.0,188.0
E. Lenjani,78.0,65.0,224.0
F. Bredlow,50.0,71.0,162.0
Y. Takahagi,68.0,65.0,176.0
D. Arzani,80.0,58.0,217.0
A. Bencharki,73.0,65.0,219.0
B. Ampuero,51.0,59.0,160.0
G. Puşcaş,70.0,69.0,208.0
C. Chávez,75.0,66.0,219.0
V. Marcel,77.0,64.0,212.0
I. Pillud,62.0,70.0,206.0
B. Dja Djédjé,73.0,68.0,214.0
M. Bakić,63.0,69.0,196.0
P. Sané,68.0,65.0,204.0
J. Clarke-Salter,49.0,58.0,171.0
I. Radu,43.0,51.0,132.0
D. Gibson,53.0,68.0,163.0
H. Özmert,62.0,68.0,179.0
L. Spendlhofer,66.0,59.0,196.0
Pomares,64.0,67.0,204.0
A. Costa,74.0,61.0,195.0
Pedro Porro,76.0,64.0,215.0
Y. Stark,67.0,67.0,202.0
M. Tanković,73.0,65.0,215.0
R. Lindgren,62.0,72.0,182.0
Raúl Llorente,75.0,55.0,211.0
M. García,73.0,63.0,213.0
M. Kucharczyk,85.0,67.0,239.0
M. Havenaar,40.0,70.0,156.0
F. Bahlouli,73.0,63.0,205.0
C. Roberts,71.0,62.0,205.0
Servando,69.0,58.0,194.0
Lucas João,67.0,63.0,195.0
K. Kodro,52.0,65.0,175.0
Lucas Tagliapietra,31.0,62.0,142.0
G. Maroni,87.0,56.0,226.0
O. Altman,67.0,68.0,209.0
J. Legear,69.0,67.0,206.0
Crislan,72.0,68.0,215.0
S. Hakšabanovič,79.0,62.0,219.0
M. Christiansen,63.0,68.0,186.0
D. Sundgren,66.0,63.0,200.0
A. Parot,69.0,61.0,197.0
M. Petković,70.0,69.0,213.0
C. Charisis,73.0,66.0,214.0
Diogo Coelho,55.0,65.0,183.0
M. Ibarra,79.0,68.0,224.0
Riqui Puig,77.0,66.0,206.0
M. Pereira,88.0,67.0,243.0
Ilori,61.0,64.0,196.0
M. Zeffane,74.0,66.0,209.0
Tomás Podstawski,62.0,65.0,180.0
Jo Sung Jin,64.0,60.0,193.0
H. Yamada,81.0,70.0,224.0
Antonaldo Laforte,51.0,62.0,176.0
C. Beck,48.0,69.0,160.0
E. Rivière,77.0,63.0,213.0
I. Parlak,74.0,68.0,212.0
B. Montenegro,74.0,64.0,220.0
V. Demarconnay,45.0,62.0,143.0
A. Ajagun,80.0,66.0,228.0
G. Madine,54.0,68.0,170.0
F. Cordero,76.0,69.0,222.0
R. Stearman,57.0,66.0,173.0
H. ter Avest,67.0,61.0,202.0
J. Medina,70.0,54.0,197.0
V. Anita,79.0,70.0,224.0
C. McManaman,81.0,63.0,220.0
Oriol Rosell,59.0,71.0,180.0
Paulo Daineiro,83.0,68.0,237.0
R. Vincelot,69.0,69.0,198.0
R. Lenis,78.0,71.0,216.0
M. Mier,72.0,64.0,196.0
Y. de Lanlay,88.0,65.0,238.0
J. Gómez,77.0,59.0,214.0
I. Lichnovsky,67.0,57.0,195.0
C. Muñoz,74.0,63.0,217.0
J. MacDonald,50.0,65.0,138.0
G. Boyd,72.0,65.0,199.0
E. Lichaj,70.0,69.0,212.0
M. Wittek,52.0,67.0,173.0
C. Jenkinson,60.0,69.0,187.0
A. Öztürk,68.0,64.0,202.0
J. Pérez,77.0,70.0,226.0
Zhang Chengdong,74.0,70.0,222.0
F. Renzetti,79.0,67.0,223.0
B. Paulsen,61.0,62.0,186.0
F. Aristeguieta,66.0,63.0,181.0
A. Ramos,87.0,67.0,243.0
V. Nelsson,58.0,63.0,185.0
Ever Sineiro,83.0,76.0,237.0
M. Costanzo,78.0,65.0,205.0
Yohan Tavares,45.0,68.0,158.0
D. Texeira,68.0,68.0,203.0
D. Toth,83.0,68.0,224.0
L. Barrera,70.0,68.0,216.0
K. Bua,82.0,62.0,226.0
I. Anya,90.0,67.0,243.0
P. Hoban,62.0,55.0,186.0
Hugo Basto,45.0,69.0,177.0
Kanu,59.0,63.0,187.0
C. Arango,67.0,70.0,208.0
M. Karl,41.0,62.0,142.0
Y. Movsisyan,64.0,65.0,201.0
Puado,62.0,68.0,195.0
M. Abu,75.0,66.0,212.0
D. Moberg Karlsson,76.0,54.0,213.0
E. Rescaldani,47.0,68.0,152.0
J. Narváez,66.0,63.0,203.0
J. Hoogma,63.0,68.0,198.0
S. Beitashour,71.0,69.0,212.0
M. Janko,45.0,64.0,143.0
S. Willems,65.0,65.0,195.0
O. Scarione,71.0,68.0,203.0
Alex,87.0,65.0,223.0
S. Gallagher,65.0,67.0,194.0
J. Blanco,79.0,65.0,227.0
O. Hamzaoui,74.0,70.0,212.0
G. Milović,46.0,58.0,152.0
P. Hosiner,74.0,73.0,226.0
Caro,67.0,61.0,198.0
Felipe Pires,78.0,59.0,216.0
S. Chernik,31.0,58.0,110.0
Renato Rochela,70.0,65.0,195.0
J. Henry,73.0,65.0,212.0
L. James,79.0,67.0,218.0
P. Reulet,30.0,51.0,126.0
M. Miloš,77.0,65.0,217.0
L. Valzania,59.0,66.0,200.0
J. George,79.0,67.0,225.0
G. Robail,69.0,61.0,197.0
B. Beckeles,56.0,64.0,183.0
R. Brežančić,58.0,65.0,196.0
D. Camara,72.0,61.0,210.0
O. Barreto,85.0,67.0,224.0
J. Igbekeme,75.0,63.0,213.0
D. Álvarez,69.0,68.0,201.0
S. Neumann,39.0,66.0,155.0
Diego Barcelos,76.0,66.0,209.0
M. Wallace,50.0,62.0,161.0
D. Bottinelli,80.0,56.0,190.0
C. McLaughlin,71.0,63.0,208.0
C. Gamboa,81.0,68.0,238.0
J. Vanlerberghe,59.0,64.0,191.0
M. Osuna,64.0,66.0,193.0
K. Miller,70.0,67.0,203.0
M. Ciani,31.0,54.0,118.0
L. Vásquez,40.0,72.0,151.0
G. Troupée,75.0,68.0,220.0
A. Erdem,75.0,67.0,218.0
D. De fauw,60.0,66.0,168.0
D. Cavaré,60.0,66.0,190.0
F. Maouassa,77.0,62.0,218.0
N. Dovedan,88.0,66.0,233.0
V. Hedenstad,79.0,69.0,226.0
J. O'Shea,49.0,63.0,141.0
Y. Wildschut,71.0,59.0,207.0
P. Dawidowicz,69.0,66.0,197.0
P. Bartolomei,68.0,67.0,213.0
Rômulão Selva,70.0,76.0,228.0
K. Higashi,63.0,74.0,210.0
L. Mora,60.0,68.0,188.0
J. Abrigo,70.0,64.0,212.0
M. Diskerud,70.0,64.0,203.0
E. Torregrossa,66.0,67.0,202.0
C. Cadden,79.0,57.0,214.0
D. Dąbrowski,72.0,71.0,219.0
Fernández,89.0,62.0,241.0
Z. Yavru,71.0,65.0,215.0
L. Wallace,74.0,64.0,212.0
J. Niezgoda,77.0,66.0,222.0
L. Abubakar,55.0,58.0,168.0
C. Leitgeb,76.0,60.0,205.0
E. Pisano,71.0,69.0,206.0
F. N'Sakala,78.0,64.0,225.0
L. Thomas,61.0,72.0,165.0
Igor Rossi,33.0,65.0,147.0
A. Sadiku,60.0,66.0,192.0
K. Bistrović,54.0,68.0,186.0
V. Elm,44.0,72.0,146.0
Carlos Ruiz,65.0,65.0,192.0
M. Clarke,44.0,59.0,155.0
Witi,83.0,68.0,237.0
Auro,86.0,66.0,229.0
K. Palmer,74.0,59.0,209.0
B. Radunović,35.0,54.0,131.0
M. Diallo,35.0,70.0,139.0
Negueba,87.0,63.0,233.0
J. Repas,70.0,61.0,210.0
N. Mäenpää,55.0,69.0,155.0
P. Cibicki,85.0,75.0,237.0
T. Touré,73.0,63.0,207.0
T. Jibril,61.0,61.0,196.0
M. Morys,73.0,64.0,228.0
S. Schonlau,64.0,66.0,197.0
A. Favilli,59.0,58.0,189.0
D. Pisot,66.0,62.0,192.0
Noguera,74.0,68.0,211.0
D. Rubio,73.0,62.0,205.0
S. Hedlund,88.0,61.0,240.0
R. Dugimont,72.0,56.0,189.0
A. Montero,32.0,65.0,139.0
M. Hartel,85.0,63.0,226.0
Adrián Ortolá,54.0,63.0,166.0
D. Ismail,71.0,65.0,215.0
T. Ambrose,74.0,59.0,211.0
N. Ueda,54.0,61.0,180.0
F. Cassata,67.0,72.0,207.0
Kim Shin Wook,42.0,71.0,174.0
A. Keogh,68.0,72.0,207.0
Javi Galán,77.0,69.0,225.0
D. Melo,40.0,68.0,157.0
M. Vešović,82.0,67.0,231.0
Pedro Pereira,77.0,66.0,217.0
J. Kappelhof,70.0,63.0,195.0
Y. Okubo,74.0,72.0,185.0
F. Bordagaray,65.0,65.0,199.0
C. Akpom,76.0,63.0,220.0
R. Taylor,63.0,71.0,188.0
Kaíque Mutto,52.0,69.0,165.0
N. Barrios,70.0,65.0,218.0
G. Sauro,42.0,62.0,153.0
M. Riemann,49.0,68.0,174.0
Jung Jo Gook,61.0,75.0,201.0
Xavi Molina,68.0,72.0,207.0
S. Thesker,50.0,62.0,156.0
Ailton Cardenhas,30.0,50.0,99.0
G. Kyei,66.0,59.0,189.0
L. Wahlqvist,65.0,68.0,207.0
G. Lorenzetti,69.0,60.0,201.0
João Victor,80.0,66.0,235.0
D. Sánchez,50.0,67.0,168.0
D. Oberlin,83.0,56.0,228.0
A. Avlonitis,48.0,58.0,169.0
I. Sissoko,50.0,63.0,153.0
Aguilera,77.0,59.0,207.0
Z. Boucher,57.0,64.0,175.0
K. Misao,66.0,69.0,207.0
B. Kısa,63.0,57.0,172.0
T. Beermann,63.0,67.0,178.0
G. Courtet,71.0,66.0,205.0
F. Oreja,73.0,84.0,231.0
J. Silva,51.0,62.0,149.0
F. Ballo-Touré,71.0,63.0,219.0
S. Celozzi,78.0,71.0,226.0
P. Kitchen,67.0,65.0,199.0
T. Weilandt,74.0,66.0,215.0
M. Salvi,50.0,63.0,157.0
José Mari,62.0,71.0,201.0
L. Velázquez,86.0,65.0,231.0
Fábio China,67.0,70.0,205.0
A. Guðmundsson,68.0,53.0,198.0
Niltinho,80.0,68.0,231.0
D. Perquis,54.0,63.0,163.0
Fredy,89.0,66.0,244.0
Lee Seul Chan,75.0,69.0,225.0
S. McKenna,31.0,58.0,141.0
M. Ciofani,48.0,71.0,179.0
Paulinho,77.0,69.0,230.0
S. Posch,42.0,64.0,160.0
N. Rapp,54.0,68.0,176.0
P. Sandler,63.0,62.0,191.0
Jorge Fernandes,32.0,60.0,136.0
O. Mazuch,48.0,61.0,163.0
Nicolas,37.0,58.0,140.0
J. Lowe,91.0,63.0,242.0
J. Glesnes,45.0,65.0,171.0
J. Spence,64.0,62.0,201.0
S. Sirigu,71.0,67.0,225.0
E. Salli,83.0,62.0,234.0
C. Arrieta,77.0,59.0,222.0
Dani Nieto,88.0,65.0,239.0
S. Allagbé,59.0,55.0,145.0
S. Kurumaya,81.0,69.0,232.0
J. Fontaine,58.0,70.0,203.0
L. Schmitz,61.0,67.0,192.0
Joãozinho,65.0,64.0,200.0
C. Moţi,58.0,71.0,195.0
R. Strauß,77.0,65.0,220.0
F. Gulbrandsen,85.0,60.0,234.0
C. Edwards,76.0,68.0,211.0
Auremir,72.0,65.0,211.0
S. Rincón,69.0,69.0,213.0
J. Harrop,80.0,60.0,211.0
A. Kwarasey,63.0,71.0,195.0
J. Fejzić,25.0,61.0,104.0
Cláudio Falcão,70.0,75.0,219.0
B. Sosa,73.0,66.0,216.0
D. Marcq,62.0,67.0,177.0
P. Seguin,65.0,72.0,203.0
Z. Yıldırım,71.0,60.0,200.0
S. Fortès,56.0,53.0,152.0
T. Iwanami,64.0,65.0,203.0
J. Carrasso,56.0,65.0,173.0
M. Vilhjálmsson,77.0,60.0,204.0
Helton Leite,18.0,68.0,105.0
M. Stefaniak,79.0,61.0,226.0
Sergio Santos,83.0,55.0,229.0
A. Kalulu,93.0,63.0,249.0
Vinícius,59.0,72.0,199.0
D. Stockdale,24.0,70.0,122.0
A. Blanco,64.0,64.0,185.0
J. Butterfield,66.0,67.0,197.0
Bruno Brígido,35.0,57.0,133.0
D. Tonucci,34.0,69.0,154.0
N. Lima,73.0,70.0,227.0
A. Mitryushkin,31.0,63.0,124.0
B. Sagredo,81.0,64.0,228.0
Omar Perdomo,85.0,61.0,234.0
C. Kipré,44.0,59.0,168.0
S. Escudero,76.0,72.0,234.0
D. Llanos,75.0,66.0,214.0
J. Caicedo,63.0,65.0,194.0
M. Normann,74.0,67.0,212.0
C. Keita,80.0,67.0,226.0
J. Lazare Amani,82.0,66.0,227.0
S. Hain,81.0,67.0,225.0
K. Kraus,41.0,67.0,150.0
Raillo,40.0,61.0,160.0
M. Bašić,73.0,69.0,210.0
J. Carreño,71.0,68.0,211.0
P. Erras,31.0,72.0,136.0
J. Peters,65.0,65.0,183.0
J. Ruiz,84.0,67.0,240.0
J. Mansilla,71.0,71.0,217.0
G. Monachello,63.0,68.0,182.0
Jonaldo Monteiro,71.0,72.0,218.0
Y. Njie,68.0,64.0,206.0
P. Garcés,37.0,63.0,134.0
J. Rassoul,68.0,66.0,202.0
F. Schleusener,68.0,67.0,211.0
C. Guanca,75.0,62.0,216.0
P. Abrahamsson,42.0,61.0,144.0
A. Abdi,66.0,66.0,194.0
A. Barberis,68.0,70.0,206.0
S. Rochet,30.0,68.0,147.0
S. Çiftpınar,60.0,67.0,184.0
M. Frydrych,58.0,76.0,199.0
N. Chernov,57.0,68.0,192.0
M. Moreno,84.0,66.0,231.0
M. Autret,72.0,64.0,209.0
D. Diamantakos,74.0,66.0,214.0
F. Honorat,74.0,62.0,218.0
R. Zapata,46.0,65.0,156.0
G. Taylor,80.0,66.0,223.0
D. Davis,70.0,69.0,215.0
S. Benrahma,78.0,60.0,214.0
P. Burner,72.0,62.0,212.0
A. Mbengue,73.0,60.0,219.0
J. Pi,76.0,70.0,210.0
S. Vegas,60.0,66.0,198.0
Hélder Tavares,71.0,73.0,207.0
S. Ekramy,42.0,57.0,159.0
Júlio César,39.0,70.0,144.0
M. Mustacchio,82.0,63.0,236.0
Kim Jin Hyeon,63.0,67.0,184.0
Héctor,77.0,65.0,222.0
Wang Dalei,52.0,67.0,182.0
G. Lovrencsics,78.0,72.0,240.0
Rui Silva,34.0,70.0,135.0
F. Öztürk,44.0,65.0,164.0
J. Ramis,71.0,68.0,216.0
T. Serbest,64.0,67.0,193.0
M. Araujo,60.0,54.0,180.0
L. Pernica,64.0,74.0,197.0
J. Fuentes,66.0,67.0,202.0
R. Pich,85.0,53.0,216.0
R. Schiavi,46.0,63.0,143.0
D. Warmerdam,73.0,69.0,212.0
I. Gómez,63.0,65.0,189.0
J. Rojas,61.0,70.0,193.0
Huang Bowen,69.0,68.0,211.0
J. Laso,47.0,60.0,165.0
T. Jodłowiec,34.0,63.0,151.0
H. Hermannsson,61.0,63.0,178.0
P. Forsell,60.0,71.0,186.0
M. Bogado,72.0,78.0,211.0
R. Rodriguez,83.0,59.0,226.0
T. Çalış,76.0,65.0,213.0
R. Krauße,72.0,66.0,208.0
O. Ejaria,64.0,64.0,198.0
H. Duljević,73.0,67.0,211.0
G. Arabidze,86.0,70.0,241.0
E. Pérez,67.0,67.0,210.0
Felipe Silva,72.0,70.0,210.0
M. Sonnleitner,72.0,64.0,211.0
T. Kirschbaum,27.0,66.0,117.0
J. Verhoek,55.0,69.0,179.0
Q. Bernard,55.0,58.0,175.0
E. Ruud,72.0,75.0,212.0
W. Johnson,63.0,63.0,191.0
M. Hartmann,70.0,72.0,210.0
F. Mattia,31.0,70.0,134.0
Y. Opanasenko,70.0,64.0,205.0
J. Grahl,44.0,69.0,154.0
B. van Polen,67.0,69.0,205.0
F. Brorsson,60.0,64.0,179.0
D. Saint-Louis,82.0,57.0,218.0
J. Fuchs,88.0,64.0,231.0
L. Coulibaly,73.0,69.0,220.0
Jonathan Pereira,81.0,78.0,242.0
C. Avinel,62.0,58.0,189.0
Felipe Macedo,52.0,59.0,173.0
M. Çelik,80.0,67.0,225.0
M. Etame,71.0,70.0,216.0
Adrián Diéguez,57.0,63.0,182.0
B. Shuttleworth,47.0,65.0,156.0
C. Salcido,57.0,67.0,158.0
J. Gastien,76.0,56.0,194.0
A. Vural,31.0,61.0,139.0
M. Roberts,41.0,68.0,161.0
A. Mac Allister,67.0,68.0,205.0
C. Schneuwly,70.0,64.0,200.0
